,county,item,quantity
2835,Chiltern,blue stilton cheese,1057249.0
2836,Tyne and Wear,organic raspberry yoghurt,1057243.0
2837,East Sussex,pokemon red,1057227.0
2838,Fylde,white shirt,1057204.0
2839,Wyre,dyson washing machine,1057174.0
2840,Cheshire East,jam doughnut,1057158.0
2841,Castle Point,hp dv 2000 laptop,1057155.0
2842,Bassetlaw,play station 3,1057145.0
2843,Forest of Dean,hp envy laptop,1057139.0
2844,Fylde,free range large eggs x12,1057130.0
2845,Swansea,hp dv 3000 laptop,1057127.0
2846,East Sussex,mild cheddar cheese,1057090.0
2847,South Northamptonshire,pokemon gold,1057089.0
2848,Castle Point,hp dv 3000 laptop,1057081.0
2849,Dorset,Sweet potatoes loose,1057036.0
2850,Richmondshire,apple macbook air mid 2009,1057005.0
2851,East Sussex,Sweet potatoes loose,1056984.0
2852,Epsom and Ewell,pokemon yellow,1056968.0
2853,Staffordshire,salmon fillets,1056951.0
2854,Dorset,Oats Milk,1056939.0
2855,North Ayrshire,dyson washing machine,1056931.0
2856,Forest of Dean,british bramley cooking apples,1056879.0
2857,Haringey,Sweet potatoes loose,1056853.0
2858,Staffordshire,pokemon red,1056853.0
2859,Epsom and Ewell,Soy Milk,1056832.0
2860,Tyne and Wear,Brocolli loose,1056829.0
2861,Lambeth,oxford shirt,1056827.0
2862,Lincoln,red velvet cake,1056819.0
2863,East Sussex,fresh whole turkey,1056808.0
2864,Tyne and Wear,gameboy color,1056801.0
2865,Lincoln,dual shock controller,1056784.0
2866,Chiltern,god of war 2,1056715.0
2867,Castle Point,beef mince,1056711.0
2868,Haringey,Brocolli loose,1056710.0
2869,Cheshire East,dyson vacuum cleaner,1056701.0
2870,Epsom and Ewell,Spring onions bunch,1056684.0
2871,Flintshire,fresh turkey steak,1056653.0
2872,Dorset,sea bass fillets,1056637.0
2873,Epsom and Ewell,croisant ,1056603.0
2874,Tyne and Wear,diced chicken breast,1056583.0
2875,Cheshire East,celery,1056573.0
2876,Tyne and Wear,chicken sausages,1056556.0
2877,Sefton,apple macbook pro mid 2009,1056556.0
2878,Richmondshire,Plain Greek yoghurt,1056543.0
2879,Wyre,wellington boots,1056540.0
2880,Dorset,fresh turkey steak,1056518.0
2881,Wyre,silk scarf,1056518.0
2882,Richmondshire,21 day mature sirlion steak,1056511.0
2883,Lambeth,denim jacket,1056506.0
2884,Epsom and Ewell,Onions Loose,1056478.0
2885,Castle Point,mild cheddar cheese,1056477.0
2886,Staffordshire,brenton jumper,1056445.0
2887,Bassetlaw,beef mince,1056437.0
2888,Fylde,mature cheddar cheese,1056395.0
2889,Tyne and Wear,british fresh turkey mince,1056380.0
2890,Richmondshire,hotpoint washing machine,1056379.0
2891,Stoke-on-Trent,free range large eggs x12,1056365.0
2892,East Sussex,grey cardigan,1056362.0
2893,Stoke-on-Trent,diced chicken breast,1056356.0
2894,Swansea,british fresh chicken thigh fillets,1056346.0
2895,Castle Point,Lemon,1056334.0
2896,Cheshire East,british fresh turkey mince,1056333.0
2897,North Ayrshire,raspberries,1056320.0
2898,Swansea,jam doughnut,1056283.0
2899,North Ayrshire,linen trousers,1056267.0
2900,Castle Point,pokemon blue,1056238.0
2901,Forest of Dean,oxford shirt,1056235.0
2902,Wyre,pokemon gold,1056234.0
2903,Staffordshire,raspberries,1056230.0
2904,Bassetlaw,cheese cake,1056222.0
2905,Ceredigion,silk tie,1056216.0
2906,Epsom and Ewell,organic soured cream,1056215.0
2907,Haringey,Red pepper,1056214.0
2908,Ceredigion,beef mince,1056207.0
2909,Newham,celery,1056174.0
2910,Flintshire,x-box 360,1056168.0
2911,Richmondshire,denim jacket,1056168.0
2912,Sefton,Onions Loose,1056164.0
2913,Epsom and Ewell,dual shock controller,1056148.0
2914,East Sussex,fresh turkey steak,1056147.0
2915,Lincoln,pokemon gold,1056141.0
2916,Castle Point,mature cheddar cheese,1056137.0
2917,Sefton,dyson tower fan,1056134.0
2918,Newham,chicken sausages,1056133.0
2919,East Devon,pokemon yellow,1056123.0
2920,Tyne and Wear,denim jeams,1056120.0
2921,Castle Point,olive oil spread,1056111.0
2922,Mole Valley,21 day mature rump steak,1056109.0
2923,Lichfield,british fresh turkey mince,1056099.0
2924,Flintshire,dell inspiron laptop,1056068.0
2925,Epsom and Ewell,chicken sausages,1056066.0
2926,South Northamptonshire,Slightly salted butter,1056062.0
2927,Lincoln,vanilla yoghurt,1056039.0
2928,Swansea,vernison sausages,1056038.0
2929,Wyre,classic bowtie,1056034.0
2930,Cheshire East,21 day mature sirlion steak,1056030.0
2931,Wyre,british fresh turkey mince,1056028.0
2932,Wyre,white shirt,1056025.0
2933,Tyne and Wear,skimmed milk,1056014.0
2934,Wyre,linen trousers,1056014.0
2935,Sefton,gaming keyboard,1056001.0
2936,Lambeth,Brocolli loose,1055985.0
2937,Ceredigion,Slightly salted butter,1055985.0
2938,Stoke-on-Trent,cheese cake,1055978.0
2939,Richmondshire,Sweet potatoes loose,1055977.0
2940,Tyne and Wear,olive oil spread,1055953.0
2941,Sefton,vanilla yoghurt,1055941.0
2942,South Northamptonshire,gameboy advance,1055938.0
2943,Swansea,salmon fillets,1055928.0
2944,Forest of Dean,halo combat evolved,1055924.0
2945,Epsom and Ewell,fresh whole chicken,1055923.0
2946,Cheshire East,white shirt,1055912.0
2947,Staffordshire,x-box 360,1055859.0
2948,Forest of Dean,denim jacket,1055835.0
2949,Epsom and Ewell,organic raspberry yoghurt,1055827.0
2950,Chiltern,pain au raisins,1055815.0
2951,Wyre,Mixed pepper,1055805.0
2952,Richmondshire,gameboy advance,1055799.0
2953,Lambeth,Organic mILK,1055781.0
2954,Ceredigion,pokemon red,1055777.0
2955,Mole Valley,british bramley cooking apples,1055775.0
2956,Wyre,baby potatoes,1055770.0
2957,Sefton,red velvet cake,1055769.0
2958,Newham,apple macbook air mid 2009,1055766.0
2959,Cheshire East,Almond milk,1055765.0
2960,Dorset,samsung washing machine,1055753.0
2961,Wyre,almond croisant,1055752.0
2962,Epsom and Ewell,apple macbook pro mid 2009,1055698.0
2963,Wyre,jam doughnut,1055692.0
2964,South Northamptonshire,semi skimmed milk,1055685.0
2965,Tyne and Wear,x-box 360,1055683.0
2966,Dorset,Red pepper,1055664.0
2967,Dorset,x-box 360,1055658.0
2968,Lichfield,British baking potatoes loose,1055643.0
2969,Haringey,wristwatch,1055638.0
2970,Lambeth,lg washing machine,1055627.0
2971,Tyne and Wear,macaron - x3,1055620.0
2972,North Ayrshire,Onions Loose,1055602.0
2973,Richmondshire,oxford shoes,1055549.0
2974,Lambeth,gameboy advance,1055547.0
2975,Flintshire,jam doughnut,1055523.0
2976,Richmondshire,dyson washing machine,1055514.0
2977,East Sussex,aubergine,1055510.0
2978,Fylde,large king prawns,1055501.0
2979,East Devon,white shirt,1055498.0
2980,Lincoln,denim jeams,1055494.0
2981,Wyre,cheese cake,1055477.0
2982,Epsom and Ewell,courgette loose,1055470.0
2983,Castle Point,oxford shoes,1055460.0
2984,Cheshire East,british parsnips loose,1055455.0
2985,Lambeth,plastic sunshades,1055427.0
2986,Fylde,gaming mouse,1055410.0
2987,Stoke-on-Trent,bosch washing machine,1055396.0
2988,Dorset,vernison sausages,1055386.0
2989,Staffordshire,millionaire square,1055381.0
2990,Lichfield,mild cheddar cheese,1055378.0
2991,Wyre,British carrots loose,1055363.0
2992,Ceredigion,chicken sausages,1055350.0
2993,Fylde,macaron - x3,1055334.0
2994,Flintshire,baby potatoes,1055311.0
2995,Flintshire,cotton tie,1055301.0
2996,Tyne and Wear,apple macbook air mid 2009,1055298.0
2997,Lambeth,mild cheddar cheese,1055265.0
2998,North Ayrshire,Blueberry yoghurt,1055264.0
2999,Bassetlaw,british fresh chicken thigh fillets,1055242.0
3000,Lincoln,custard doughnut,1055231.0
3001,Tyne and Wear,Lemon,1055226.0
3002,Sefton,oxford shoes,1055224.0
3003,Epsom and Ewell,goat cheese,1055221.0
3004,Fylde,pokemon gold,1055219.0
3005,Lambeth,Almond milk,1055215.0
3006,Richmondshire,baby potatoes,1055201.0
3007,Cheshire East,Sweet potatoes loose,1055199.0
3008,Wyre,bosch washing machine,1055193.0
3009,Swansea,Soy Milk,1055193.0
3010,Fylde,semi skimmed milk,1055171.0
3011,Dorset,mature cheddar cheese,1055169.0
3012,Lichfield,vernison sausages,1055167.0
3013,Staffordshire,hp dv 2000 laptop,1055153.0
3014,North Ayrshire,British baking potatoes loose,1055131.0
3015,Newham,pink blazers,1055093.0
3016,Sefton,raspberries,1055088.0
3017,Fylde,British baking potatoes loose,1055082.0
3018,Tyne and Wear,blue stilton cheese,1055078.0
3019,Forest of Dean,Fairtrade Bananas Loose,1055048.0
3020,East Sussex,bosch washing machine,1055006.0
3021,Staffordshire,blue stilton cheese,1055001.0
3022,Cheshire East,dual shock controller,1054997.0
3023,Haringey,diced chicken breast,1054993.0
3024,Lambeth,linen trousers,1054990.0
3025,North Ayrshire,beef mince,1054985.0
3026,Lambeth,organic soured cream,1054980.0
3027,Wyre,Soy Milk,1054979.0
3028,Richmondshire,x-box 360,1054977.0
3029,Bassetlaw,easy peeler loose,1054974.0
3030,Cheshire East,gameboy advance,1054973.0
3031,Richmondshire,chicken sausages,1054967.0
3032,Forest of Dean,fresh whole chicken,1054966.0
3033,Stoke-on-Trent,cod fillets,1054937.0
3034,Richmondshire,Lemon,1054937.0
3035,Epsom and Ewell,mature cheddar cheese,1054931.0
3036,Wyre,fresh turkey steak,1054911.0
3037,Stoke-on-Trent,wristwatch,1054882.0
3038,Fylde,Blueberry yoghurt,1054860.0
3039,Castle Point,dyson tower fan,1054839.0
3040,Fylde,Fairtrade Bananas Loose,1054838.0
3041,Staffordshire,Slightly salted butter,1054799.0
3042,Stoke-on-Trent,british fresh chicken thigh fillets,1054793.0
3043,East Devon,denim jeams,1054787.0
3044,Fylde,organic raspberry yoghurt,1054776.0
3045,Newham,macaron - x3,1054771.0
3046,Lincoln,organic soured cream,1054764.0
3047,Sefton,Sweet potatoes loose,1054754.0
3048,North Ayrshire,fresh turkey steak,1054745.0
3049,Flintshire,vanilla yoghurt,1054728.0
3050,Fylde,minecraft game - xbox,1054726.0
3051,Sefton,Almond milk,1054719.0
3052,Lincoln,bosch washing machine,1054718.0
3053,Wyre,sea bass fillets,1054678.0
3054,Sefton,pokemon blue,1054672.0
3055,Castle Point,plastic sunshades,1054643.0
3056,South Northamptonshire,British carrots loose,1054631.0
3057,Fylde,pain au chocolate,1054622.0
3058,Richmondshire,red velvet cake,1054622.0
3059,Tyne and Wear,Sweet potatoes loose,1054612.0
3060,Newham,Almond milk,1054602.0
3061,Richmondshire,gameboy color,1054601.0
3062,Forest of Dean,croisant ,1054587.0
3063,Bassetlaw,unsalted butter,1054569.0
3064,Castle Point,Almond milk,1054557.0
3065,Epsom and Ewell,dyson tower fan,1054556.0
3066,South Northamptonshire,minecraft game - xbox,1054554.0
3067,Lambeth,Sweet potatoes loose,1054540.0
3068,Haringey,hp dv 2000 laptop,1054535.0
3069,Haringey,fresh turkey steak,1054532.0
3070,Lambeth,easy peeler loose,1054511.0
3071,Tyne and Wear,silk tie,1054502.0
3072,Dorset,silk scarf,1054498.0
3073,Fylde,gameboy color,1054489.0
3074,East Devon,chocolate twist,1054475.0
3075,Staffordshire,21 day mature ribeye steak,1054462.0
3076,Lincoln,mild cheddar cheese,1054419.0
3077,South Northamptonshire,denim jacket,1054388.0
3078,Newham,diced vernison,1054386.0
3079,Wyre,pokemon blue,1054373.0
3080,East Devon,unsalted butter,1054364.0
3081,Mole Valley,chicken sausages,1054352.0
3082,Bassetlaw,Brocolli loose,1054325.0
3083,Stoke-on-Trent,Fairtrade Bananas Loose,1054307.0
3084,Cheshire East,vernison sausages,1054304.0
3085,Forest of Dean,vanilla yoghurt,1054303.0
3086,Stoke-on-Trent,white shirt,1054295.0
3087,Newham,flapjack,1054286.0
3088,Epsom and Ewell,vernison sausages,1054237.0
3089,Sefton,dyson vacuum cleaner,1054205.0
3090,East Sussex,grey blazers,1054205.0
3091,Staffordshire,wristwatch,1054187.0
3092,Bassetlaw,olive oil spread,1054184.0
3093,Lambeth,apple macbook pro mid 2009,1054184.0
3094,Fylde,apple macbook air mid 2009,1054160.0
3095,Epsom and Ewell,easy peeler loose,1054155.0
3096,North Ayrshire,olive oil spread,1054143.0
3097,Swansea,gaming keyboard,1054129.0
3098,Cheshire East,Oats Milk,1054108.0
3099,Sefton,aubergine,1054098.0
3100,Flintshire,organic soured cream,1054082.0
3101,Lichfield,organic raspberry yoghurt,1054080.0
3102,South Northamptonshire,organic soured cream,1054073.0
3103,Epsom and Ewell,flapjack,1054035.0
3104,Mole Valley,hp dv 2000 laptop,1054029.0
3105,East Devon,Oats Milk,1054011.0
3106,Epsom and Ewell,Organic mILK,1053997.0
3107,Lincoln,cod fillets,1053983.0
3108,East Sussex,vanilla yoghurt,1053975.0
3109,Dorset,dell inspiron laptop,1053974.0
3110,Haringey,Organic Kefir,1053966.0
3111,Wyre,large king prawns,1053963.0
3112,Dorset,unsalted butter,1053954.0
3113,Lambeth,semi skimmed milk,1053948.0
3114,Chiltern,chocolate fudge cake,1053947.0
3115,Epsom and Ewell,red velvet cake,1053946.0
3116,Fylde,Sweet potatoes loose,1053936.0
3117,Chiltern,plastic sunshades,1053921.0
3118,Flintshire,skimmed milk,1053909.0
3119,North Ayrshire,dyson tower fan,1053894.0
3120,Richmondshire,brenton jumper,1053891.0
3121,Newham,denim jeams,1053887.0
3122,Swansea,oxford shoes,1053880.0
3123,East Devon,organic soured cream,1053878.0
3124,North Ayrshire,salmon fillets,1053867.0
3125,East Sussex,denim jacket,1053858.0
3126,Lambeth,minecraft game - xbox,1053850.0
3127,Forest of Dean,silk tie,1053826.0
3128,Lincoln,cheese cake,1053824.0
3129,Richmondshire,linen shirt,1053818.0
3130,East Devon,Mixed pepper,1053817.0
3131,Mole Valley,hotpoint washing machine,1053815.0
3132,Lichfield,denim jacket,1053815.0
3133,Tyne and Wear,salmon fillets,1053761.0
3134,Cheshire East,brenton t-shirt,1053742.0
3135,Forest of Dean,raspberries,1053725.0
3136,Swansea,denim jacket,1053704.0
3137,Forest of Dean,hotpoint washing machine,1053686.0
3138,Tyne and Wear,croisant ,1053682.0
3139,Wyre,denim jeams,1053681.0
3140,Lincoln,pain au raisins,1053664.0
3141,Dorset,baby potatoes,1053645.0
3142,Wyre,samsung washing machine,1053628.0
3143,South Northamptonshire,Red pepper,1053617.0
3144,Newham,silk tie,1053607.0
3145,North Ayrshire,apple macbook air mid 2009,1053606.0
3146,Ceredigion,Plain Greek yoghurt,1053574.0
3147,Bassetlaw,british fresh chicken brest fillets,1053572.0
3148,Peeblesshire,Organic Kefir,1053555.0
3149,Newham,courgette loose,1053553.0
3150,Castle Point,cod fillets,1053552.0
3151,Lambeth,fresh whole chicken,1053504.0
3152,Stoke-on-Trent,pokemon gold,1053503.0
3153,Flintshire,apple macbook air mid 2009,1053486.0
3154,Larne,bosch washing machine,1053472.0
3155,Epsom and Ewell,raspberries,1053461.0
3156,Fylde,Mixed pepper,1053450.0
3157,Stoke-on-Trent,skimmed milk,1053443.0
3158,Haringey,halo combat evolved,1053439.0
3159,Richmondshire,sea bass fillets,1053414.0
3160,Fylde,sea bass fillets,1053410.0
3161,Richmondshire,Blueberry yoghurt,1053399.0
3162,Ceredigion,british parsnips loose,1053395.0
3163,Staffordshire,apple macbook pro mid 2009,1053386.0
3164,Epsom and Ewell,gaming mouse,1053382.0
3165,Cheshire East,apple macbook air mid 2009,1053375.0
3166,Epsom and Ewell,21 day mature sirlion steak,1053369.0
3167,East Sussex,cheese cake,1053342.0
3168,Stoke-on-Trent,baby potatoes,1053336.0
3169,Epsom and Ewell,pokemon gold,1053330.0
3170,Tyne and Wear,Red pepper,1053322.0
3171,Lambeth,wristwatch,1053320.0
3172,Swansea,cheese cake,1053303.0
3173,Sefton,linen trousers,1053302.0
3174,Haringey,sea bass fillets,1053298.0
3175,Newham,hp envy laptop,1053297.0
3176,Tyne and Wear,british parsnips loose,1053293.0
3177,Lincoln,21 day mature rump steak,1053292.0
3178,North Ayrshire,play station 3,1053279.0
3179,Forest of Dean,pokemon blue,1053269.0
3180,Dorset,raspberries,1053255.0
3181,Chiltern,white shirt,1053253.0
3182,Sefton,hotpoint washing machine,1053234.0
3183,Wyre,skimmed milk,1053233.0
3184,Lambeth,vernison sausages,1053223.0
3185,South Northamptonshire,dyson vacuum cleaner,1053211.0
3186,Epsom and Ewell,21 day mature rump steak,1053200.0
3187,Lambeth,Spring onions bunch,1053194.0
3188,Epsom and Ewell,british parsnips loose,1053191.0
3189,Tyne and Wear,Almond milk,1053173.0
3190,Chiltern,classic bowtie,1053172.0
3191,Tyne and Wear,21 day mature sirlion steak,1053166.0
3192,Epsom and Ewell,apple macbook air mid 2009,1053162.0
3193,Cheshire East,play station 3,1053150.0
3194,Chiltern,gaming mouse,1053136.0
3195,Staffordshire,skimmed milk,1053135.0
3196,Dorset,dyson vacuum cleaner,1053113.0
3197,Stoke-on-Trent,fresh whole chicken,1053104.0
3198,Sefton,millionaire square,1053099.0
3199,East Sussex,Plain Greek yoghurt,1053099.0
3200,Haringey,macaron - x3,1053078.0
3201,Richmondshire,bosch washing machine,1053071.0
3202,Chiltern,linen trousers,1053069.0
3203,Dorset,goat cheese,1053039.0
3204,Staffordshire,almond croisant,1053038.0
3205,Peeblesshire,brenton t-shirt,1053027.0
3206,North Ayrshire,goat cheese,1053025.0
3207,Stoke-on-Trent,play station 3,1053022.0
3208,Sefton,large king prawns,1053018.0
3209,Dorset,wellington boots,1052991.0
3210,East Devon,diced chicken breast,1052974.0
3211,Bassetlaw,dual shock controller,1052937.0
3212,Cheshire East,cotton tie,1052936.0
3213,Tyne and Wear,pokemon red,1052936.0
3214,Chiltern,courgette loose,1052920.0
3215,Swansea,pokemon yellow,1052918.0
3216,Richmondshire,cotton tie,1052909.0
3217,Wyre,pain au raisins,1052890.0
3218,Cheshire East,linen shirt,1052890.0
3219,Richmondshire,flapjack,1052877.0
3220,East Sussex,millionaire square,1052861.0
3221,Haringey,gameboy advance,1052858.0
3222,South Northamptonshire,pokemon blue,1052820.0
3223,Tyne and Wear,wristwatch,1052816.0
3224,Peeblesshire,samsung washing machine,1052800.0
3225,Staffordshire,oxford shirt,1052783.0
3226,Fylde,hp dv 2000 laptop,1052783.0
3227,Staffordshire,diced chicken breast,1052780.0
3228,Richmondshire,apple macbook pro mid 2009,1052771.0
3229,Wyre,pink blazers,1052769.0
3230,Stoke-on-Trent,Plain Greek yoghurt,1052738.0
3231,Bassetlaw,vanilla yoghurt,1052735.0
3232,Lincoln,british fresh chicken thigh fillets,1052723.0
3233,North Ayrshire,classic bowtie,1052721.0
3234,Richmondshire,pokemon gold,1052691.0
3235,Castle Point,pokemon red,1052690.0
3236,Bassetlaw,gaming mouse,1052665.0
3237,Staffordshire,gameboy color,1052660.0
3238,East Sussex,21 day mature rump steak,1052646.0
3239,Chiltern,beef sausages,1052643.0
3240,North Ayrshire,pokemon yellow,1052631.0
3241,Epsom and Ewell,denim jeams,1052630.0
3242,Haringey,British carrots loose,1052624.0
3243,North Ayrshire,wellington boots,1052597.0
3244,Haringey,red velvet cake,1052597.0
3245,North Ayrshire,fresh whole turkey,1052595.0
3246,Lambeth,chocolate fudge cake,1052587.0
3247,East Sussex,pokemon gold,1052581.0
3248,Stoke-on-Trent,linen trousers,1052575.0
3249,Epsom and Ewell,cod fillets,1052570.0
3250,Haringey,shortbread,1052570.0
3251,Cheshire East,Slightly salted butter,1052507.0
3252,Lambeth,pain au chocolate,1052500.0
3253,South Northamptonshire,hp dv 3000 laptop,1052485.0
3254,Bassetlaw,british fresh turkey mince,1052477.0
3255,East Sussex,hp envy laptop,1052477.0
3256,Sefton,chocolate fudge cake,1052473.0
3257,Dorset,british parsnips loose,1052471.0
3258,Newham,god of war 2,1052469.0
3259,Sefton,linen shirt,1052466.0
3260,Richmondshire,unsalted butter,1052464.0
3261,Stoke-on-Trent,unsalted butter,1052461.0
3262,South Northamptonshire,shortbread,1052461.0
3263,Lambeth,gameboy color,1052461.0
3264,Haringey,chicken sausages,1052456.0
3265,Tyne and Wear,aubergine,1052448.0
3266,Lambeth,samsung washing machine,1052401.0
3267,Newham,samsung washing machine,1052398.0
3268,Swansea,cotton tie,1052389.0
3269,Stoke-on-Trent,gameboy color,1052383.0
3270,Richmondshire,dual shock controller,1052381.0
3271,Wyre,mature cheddar cheese,1052365.0
3272,Wyre,olive oil spread,1052353.0
3273,Chiltern,hp dv 3000 laptop,1052345.0
3274,Peeblesshire,courgette loose,1052344.0
3275,Fylde,dell inspiron laptop,1052339.0
3276,North Ayrshire,semi skimmed milk,1052325.0
3277,Castle Point,goat cheese,1052318.0
3278,Tyne and Wear,bosch washing machine,1052315.0
3279,Sefton,semi skimmed milk,1052310.0
3280,Chiltern,minecraft game - xbox,1052299.0
3281,Richmondshire,Spring onions bunch,1052277.0
3282,Stoke-on-Trent,vanilla yoghurt,1052268.0
3283,Stoke-on-Trent,chocolate fudge cake,1052259.0
3284,Castle Point,british fresh chicken brest fillets,1052251.0
3285,South Northamptonshire,scottish salmon,1052237.0
3286,Sefton,brenton t-shirt,1052223.0
3287,South Northamptonshire,hotpoint washing machine,1052214.0
3288,Newham,Brocolli loose,1052212.0
3289,South Northamptonshire,oxford shoes,1052204.0
3290,Epsom and Ewell,baby potatoes,1052193.0
3291,North Ayrshire,pokemon red,1052131.0
3292,Staffordshire,21 day mature rump steak,1052128.0
3293,Epsom and Ewell,british fresh chicken brest fillets,1052102.0
3294,Swansea,21 day mature ribeye steak,1052098.0
3295,Ceredigion,bosch washing machine,1052086.0
3296,Haringey,easy peeler loose,1052078.0
3297,Bassetlaw,pokemon blue,1052058.0
3298,Stoke-on-Trent,chicken sausages,1052035.0
3299,Tyne and Wear,wellington boots,1052034.0
3300,Wyre,play station 3,1052033.0
3301,Wyre,denim jacket,1052013.0
3302,Dorset,red velvet cake,1052010.0
3303,Flintshire,oxford shoes,1052009.0
3304,Forest of Dean,gameboy color,1052000.0
3305,North Ayrshire,cheese cake,1051992.0
3306,Cheshire East,skimmed milk,1051975.0
3307,Ceredigion,apple macbook pro mid 2009,1051970.0
3308,Peeblesshire,sea bass fillets,1051966.0
3309,Haringey,denim jacket,1051941.0
3310,Richmondshire,god of war 2,1051935.0
3311,Lichfield,oxford shirt,1051931.0
3312,Fylde,courgette loose,1051916.0
3313,Fylde,gaming keyboard,1051912.0
3314,Tyne and Wear,chocolate fudge cake,1051912.0
3315,Fylde,skimmed milk,1051911.0
3316,Bassetlaw,diced chicken breast,1051883.0
3317,Sefton,21 day mature sirlion steak,1051878.0
3318,South Northamptonshire,Sweet potatoes loose,1051866.0
3319,Stoke-on-Trent,beef sausages,1051838.0
3320,Lambeth,beef mince,1051801.0
3321,Ceredigion,scottish salmon,1051794.0
3322,Bassetlaw,21 day mature rump steak,1051779.0
3323,Epsom and Ewell,sea bass fillets,1051776.0
3324,Epsom and Ewell,lg washing machine,1051730.0
3325,Staffordshire,grey cardigan,1051722.0
3326,Flintshire,olive oil spread,1051702.0
3327,Castle Point,custard doughnut,1051690.0
3328,Lincoln,white shirt,1051682.0
3329,Lambeth,Lemon,1051675.0
3330,Swansea,play station 3,1051653.0
3331,Castle Point,Sweet potatoes loose,1051649.0
3332,Peeblesshire,pokemon red,1051640.0
3333,Lambeth,Oats Milk,1051629.0
3334,Bassetlaw,Spring onions bunch,1051621.0
3335,Forest of Dean,chicken sausages,1051610.0
3336,Ceredigion,21 day mature ribeye steak,1051605.0
3337,Forest of Dean,Blueberry yoghurt,1051600.0
3338,North Ayrshire,pink blazers,1051587.0
3339,Castle Point,flapjack,1051581.0
3340,Cheshire East,millionaire square,1051565.0
3341,Haringey,Spring onions bunch,1051560.0
3342,Sefton,hp envy laptop,1051559.0
3343,Lambeth,goat cheese,1051555.0
3344,Wyre,21 day mature sirlion steak,1051549.0
3345,Forest of Dean,Oats Milk,1051525.0
3346,Lambeth,oxford shoes,1051512.0
3347,Forest of Dean,free range large eggs x12,1051501.0
3348,Lincoln,dyson tower fan,1051458.0
3349,Wyre,blue stilton cheese,1051447.0
3350,Stoke-on-Trent,organic raspberry yoghurt,1051440.0
3351,Fylde,raspberries,1051398.0
3352,Flintshire,courgette loose,1051396.0
3353,East Sussex,cod fillets,1051390.0
3354,Cheshire East,wellington boots,1051387.0
3355,Lambeth,gaming mouse,1051369.0
3356,Wyre,gaming keyboard,1051367.0
3357,Fylde,Slightly salted butter,1051348.0
3358,Castle Point,dyson vacuum cleaner,1051341.0
3359,Sefton,organic soured cream,1051332.0
3360,Lambeth,21 day mature sirlion steak,1051328.0
3361,North Ayrshire,minecraft game - xbox,1051323.0
3362,South Northamptonshire,raspberries,1051323.0
3363,Haringey,silk tie,1051319.0
3364,Haringey,Fairtrade Bananas Loose,1051317.0
3365,Sefton,gaming mouse,1051314.0
3366,Newham,organic soured cream,1051297.0
3367,Wyre,cotton tie,1051278.0
3368,Newham,halo combat evolved,1051266.0
3369,Castle Point,Soy Milk,1051263.0
3370,Stoke-on-Trent,hp dv 2000 laptop,1051254.0
3371,East Devon,croisant ,1051245.0
3372,Castle Point,semi skimmed milk,1051243.0
3373,Forest of Dean,cheese cake,1051223.0
3374,Fylde,vanilla yoghurt,1051220.0
3375,North Ayrshire,british bramley cooking apples,1051216.0
3376,Stoke-on-Trent,Almond milk,1051213.0
3377,Flintshire,plastic sunshades,1051173.0
3378,South Northamptonshire,apple macbook air mid 2009,1051167.0
3379,Tyne and Wear,mature cheddar cheese,1051152.0
3380,Lincoln,pokemon blue,1051148.0
3381,Stoke-on-Trent,flapjack,1051127.0
3382,Castle Point,wellington boots,1051084.0
3383,Tyne and Wear,pokemon gold,1050977.0
3384,Stoke-on-Trent,halo combat evolved,1050969.0
3385,Cheshire East,macaron - x3,1050963.0
3386,Sefton,hp dv 3000 laptop,1050960.0
3387,Sefton,play station 3,1050955.0
3388,East Sussex,gameboy color,1050953.0
3389,Swansea,Brocolli loose,1050951.0
3390,Swansea,hp envy laptop,1050950.0
3391,Fylde,pokemon yellow,1050939.0
3392,Fylde,hotpoint washing machine,1050937.0
3393,Castle Point,21 day mature sirlion steak,1050929.0
3394,Lambeth,millionaire square,1050919.0
3395,Epsom and Ewell,Organic Kefir,1050913.0
3396,Epsom and Ewell,Fairtrade Bananas Loose,1050879.0
3397,Mole Valley,silk scarf,1050850.0
3398,Sefton,silk scarf,1050843.0
3399,Sefton,white shirt,1050829.0
3400,Tyne and Wear,chocolate twist,1050828.0
3401,Epsom and Ewell,silk scarf,1050788.0
3402,Richmondshire,pain au raisins,1050768.0
3403,Sefton,minecraft game - xbox,1050763.0
3404,South Northamptonshire,wellington boots,1050750.0
3405,Lambeth,Onions Loose,1050737.0
3406,Staffordshire,cod fillets,1050735.0
3407,Forest of Dean,pokemon red,1050717.0
3408,Newham,British baking potatoes loose,1050706.0
3409,Bassetlaw,hotpoint washing machine,1050689.0
3410,Cheshire East,Spring onions bunch,1050680.0
3411,Sefton,wristwatch,1050665.0
3412,Cheshire East,hp dv 2000 laptop,1050665.0
3413,East Sussex,courgette loose,1050647.0
3414,North Ayrshire,mature cheddar cheese,1050634.0
3415,Dorset,pokemon yellow,1050630.0
3416,Bassetlaw,salmon fillets,1050625.0
3417,Epsom and Ewell,vanilla yoghurt,1050617.0
3418,Chiltern,hp dv 2000 laptop,1050612.0
3419,Forest of Dean,goat cheese,1050594.0
3420,Staffordshire,silk scarf,1050572.0
3421,Mole Valley,bosch washing machine,1050564.0
3422,Epsom and Ewell,pain au raisins,1050552.0
3423,Newham,grey blazers,1050548.0
3424,Castle Point,Plain Greek yoghurt,1050540.0
