year,month,day,hour,branch,quantity
2020,3,5,22,falkirk branch,69353.0
2020,3,8,0,falkirk branch,19476.0
2020,3,9,10,falkirk branch,31455.0
2020,3,9,16,falkirk branch,31898.0
2020,3,10,7,falkirk branch,1867.0
2020,3,14,6,falkirk branch,42915.0
2020,3,16,12,falkirk branch,2511.0
2020,3,18,9,falkirk branch,70027.0
2020,3,20,1,falkirk branch,70731.0
2020,3,21,15,falkirk branch,55889.0
2020,3,23,18,falkirk branch,58721.0
2020,3,24,3,falkirk branch,27774.0
2020,3,24,5,falkirk branch,31467.0
2020,3,26,11,falkirk branch,29584.0
2020,3,26,13,falkirk branch,45287.0
2020,3,26,19,falkirk branch,11130.0
2020,3,27,21,falkirk branch,2471.0
2020,3,28,8,falkirk branch,10902.0
2020,3,28,14,falkirk branch,16516.0
2020,3,28,23,falkirk branch,65186.0
2020,4,1,0,falkirk branch,61361.0
2020,4,1,16,falkirk branch,19368.0
2020,4,1,18,falkirk branch,53994.0
2020,4,3,22,falkirk branch,6852.0
2020,4,6,13,falkirk branch,7743.0
2020,4,6,14,falkirk branch,31613.0
2020,4,7,21,falkirk branch,36920.0
2020,4,8,1,falkirk branch,15913.0
2020,4,15,9,falkirk branch,73041.0
2020,4,16,3,falkirk branch,70923.0
2020,4,16,10,falkirk branch,36752.0
2020,4,17,17,falkirk branch,78824.0
2020,4,18,7,falkirk branch,63922.0
2020,4,19,12,falkirk branch,5345.0
2020,4,19,23,falkirk branch,6331.0
2020,4,20,5,falkirk branch,58536.0
2020,4,20,15,falkirk branch,49647.0
2020,4,21,2,falkirk branch,2697.0
2020,4,21,4,falkirk branch,25087.0
2020,4,21,6,falkirk branch,48071.0
2020,4,26,8,falkirk branch,18107.0
2020,4,28,11,falkirk branch,79393.0
2020,4,28,19,falkirk branch,29143.0
2020,4,28,20,falkirk branch,36580.0
2020,5,1,7,falkirk branch,20120.0
2020,5,1,10,falkirk branch,71028.0
2020,5,2,13,falkirk branch,81969.0
2020,5,2,22,falkirk branch,44065.0
2020,5,3,14,falkirk branch,25668.0
2020,5,3,18,falkirk branch,68988.0
2020,5,3,20,falkirk branch,43761.0
2020,5,6,11,falkirk branch,30778.0
2020,5,7,9,falkirk branch,46304.0
2020,5,9,3,falkirk branch,14485.0
2020,5,10,23,falkirk branch,12527.0
2020,5,11,4,falkirk branch,83142.0
2020,5,11,16,falkirk branch,57740.0
2020,5,12,1,falkirk branch,80310.0
2020,5,12,5,falkirk branch,47344.0
2020,5,12,8,falkirk branch,29924.0
2020,5,13,2,falkirk branch,81362.0
2020,5,22,17,falkirk branch,9062.0
2020,5,23,15,falkirk branch,29923.0
2020,5,23,19,falkirk branch,57570.0
2020,5,23,21,falkirk branch,61876.0
2020,5,24,6,falkirk branch,50953.0
2020,5,27,12,falkirk branch,30412.0
2020,5,28,0,falkirk branch,43553.0
2020,6,2,1,falkirk branch,4271.0
2020,6,2,6,falkirk branch,24746.0
2020,6,6,22,falkirk branch,78357.0
2020,6,7,18,falkirk branch,66247.0
2020,6,8,17,falkirk branch,48916.0
2020,6,9,5,falkirk branch,65241.0
2020,6,12,11,falkirk branch,66192.0
2020,6,13,13,falkirk branch,8159.0
2020,6,16,2,falkirk branch,58361.0
2020,6,16,7,falkirk branch,37112.0
2020,6,16,19,falkirk branch,52855.0
2020,6,17,10,falkirk branch,39412.0
2020,6,17,21,falkirk branch,51353.0
2020,6,18,20,falkirk branch,2404.0
2020,6,19,23,falkirk branch,73246.0
2020,6,20,8,falkirk branch,46659.0
2020,6,21,15,falkirk branch,50414.0
2020,6,22,3,falkirk branch,17583.0
2020,6,23,9,falkirk branch,70041.0
2020,6,23,12,falkirk branch,22118.0
2020,6,24,14,falkirk branch,30146.0
2020,6,25,4,falkirk branch,1601.0
2020,6,28,0,falkirk branch,61996.0
2020,6,28,16,falkirk branch,39704.0
2020,7,3,5,falkirk branch,52650.0
2020,7,4,20,falkirk branch,71435.0
2020,7,5,21,falkirk branch,27020.0
2020,7,6,22,falkirk branch,7408.0
2020,7,9,3,falkirk branch,2547.0
2020,7,10,0,falkirk branch,12995.0
2020,7,10,10,falkirk branch,44990.0
2020,7,11,7,falkirk branch,23475.0
2020,7,12,4,falkirk branch,72177.0
2020,7,13,14,falkirk branch,46141.0
2020,7,15,6,falkirk branch,38323.0
2020,7,15,17,falkirk branch,80731.0
2020,7,16,1,falkirk branch,47037.0
2020,7,17,13,falkirk branch,37888.0
2020,7,18,12,falkirk branch,50932.0
2020,7,18,15,falkirk branch,45919.0
2020,7,18,19,falkirk branch,55104.0
2020,7,19,9,falkirk branch,10224.0
2020,7,22,8,falkirk branch,6817.0
2020,7,22,18,falkirk branch,80905.0
2020,7,23,16,falkirk branch,5713.0
2020,7,26,23,falkirk branch,10137.0
2020,7,27,11,falkirk branch,43981.0
2020,7,28,2,falkirk branch,43690.0
2020,8,1,2,falkirk branch,72140.0
2020,8,1,3,falkirk branch,63531.0
2020,8,3,17,falkirk branch,80651.0
2020,8,8,0,falkirk branch,77813.0
2020,8,8,14,falkirk branch,71377.0
2020,8,11,12,falkirk branch,76412.0
2020,8,14,5,falkirk branch,55076.0
2020,8,14,7,falkirk branch,12628.0
2020,8,14,10,falkirk branch,61743.0
2020,8,15,21,falkirk branch,44287.0
2020,8,16,20,falkirk branch,21634.0
2020,8,17,8,falkirk branch,42459.0
2020,8,17,15,falkirk branch,14002.0
2020,8,18,22,falkirk branch,29780.0
2020,8,19,6,falkirk branch,42508.0
2020,8,19,11,falkirk branch,54102.0
2020,8,20,16,falkirk branch,1760.0
2020,8,23,18,falkirk branch,83355.0
2020,8,24,9,falkirk branch,43133.0
2020,8,25,13,falkirk branch,42919.0
2020,8,27,19,falkirk branch,46154.0
2020,8,27,23,falkirk branch,52863.0
2020,8,28,1,falkirk branch,19622.0
2020,8,28,4,falkirk branch,70385.0
2020,9,1,6,falkirk branch,12254.0
2020,9,1,15,falkirk branch,4484.0
2020,9,2,21,falkirk branch,81095.0
2020,9,3,3,falkirk branch,47329.0
2020,9,3,19,falkirk branch,60108.0
2020,9,6,22,falkirk branch,16961.0
2020,9,8,16,falkirk branch,4987.0
2020,9,9,7,falkirk branch,40790.0
2020,9,9,8,falkirk branch,30165.0
2020,9,11,1,falkirk branch,80985.0
2020,9,11,9,falkirk branch,25102.0
2020,9,12,10,falkirk branch,75587.0
2020,9,12,12,falkirk branch,19785.0
2020,9,15,5,falkirk branch,63083.0
2020,9,15,17,falkirk branch,68308.0
2020,9,16,13,falkirk branch,22315.0
2020,9,16,14,falkirk branch,65498.0
2020,9,19,4,falkirk branch,81822.0
2020,9,21,18,falkirk branch,45910.0
2020,9,26,2,falkirk branch,78548.0
2020,9,26,11,falkirk branch,2376.0
2020,9,28,0,falkirk branch,41518.0
2020,9,28,20,falkirk branch,19271.0
2020,9,28,23,falkirk branch,13966.0
2020,10,1,7,falkirk branch,51423.0
2020,10,2,0,falkirk branch,54014.0
2020,10,3,8,falkirk branch,28147.0
2020,10,4,9,falkirk branch,82379.0
2020,10,7,2,falkirk branch,32234.0
2020,10,8,16,falkirk branch,55532.0
2020,10,9,22,falkirk branch,27919.0
2020,10,11,19,falkirk branch,17249.0
2020,10,13,21,falkirk branch,82868.0
2020,10,14,14,falkirk branch,70340.0
2020,10,15,10,falkirk branch,7684.0
2020,10,16,13,falkirk branch,16358.0
2020,10,16,18,falkirk branch,20739.0
2020,10,17,6,falkirk branch,44391.0
2020,10,18,12,falkirk branch,13195.0
2020,10,18,23,falkirk branch,18472.0
2020,10,21,1,falkirk branch,60018.0
2020,10,22,3,falkirk branch,13454.0
2020,10,23,4,falkirk branch,48181.0
2020,10,24,11,falkirk branch,11894.0
2020,10,25,17,falkirk branch,23393.0
2020,10,26,15,falkirk branch,69285.0
2020,10,26,20,falkirk branch,63478.0
2020,10,27,5,falkirk branch,48383.0
2020,11,1,4,falkirk branch,22634.0
2020,11,1,14,falkirk branch,77523.0
2020,11,2,5,falkirk branch,79238.0
2020,11,5,9,falkirk branch,43800.0
2020,11,6,19,falkirk branch,28399.0
2020,11,8,13,falkirk branch,10794.0
2020,11,8,23,falkirk branch,43662.0
2020,11,9,21,falkirk branch,75019.0
2020,11,10,6,falkirk branch,70904.0
2020,11,10,18,falkirk branch,8720.0
2020,11,13,0,falkirk branch,61721.0
2020,11,13,10,falkirk branch,1422.0
2020,11,14,3,falkirk branch,9220.0
2020,11,14,15,falkirk branch,21050.0
2020,11,15,11,falkirk branch,57863.0
2020,11,17,20,falkirk branch,31370.0
2020,11,19,2,falkirk branch,54413.0
2020,11,21,17,falkirk branch,10766.0
2020,11,21,22,falkirk branch,40602.0
2020,11,23,12,falkirk branch,5847.0
2020,11,25,7,falkirk branch,23669.0
2020,11,25,16,falkirk branch,52602.0
2020,11,27,8,falkirk branch,67362.0
2020,11,28,1,falkirk branch,1775.0
2020,12,3,6,falkirk branch,54564.0
2020,12,3,7,falkirk branch,74394.0
2020,12,4,23,falkirk branch,67668.0
2020,12,5,12,falkirk branch,37681.0
2020,12,7,22,falkirk branch,2037.0
2020,12,9,1,falkirk branch,3982.0
2020,12,9,4,falkirk branch,43708.0
2020,12,15,0,falkirk branch,66094.0
2020,12,15,8,falkirk branch,79165.0
2020,12,15,18,falkirk branch,56089.0
2020,12,17,15,falkirk branch,63383.0
2020,12,18,3,falkirk branch,15930.0
2020,12,18,13,falkirk branch,51972.0
2020,12,18,16,falkirk branch,70166.0
2020,12,19,14,falkirk branch,26682.0
2020,12,20,2,falkirk branch,46809.0
2020,12,22,21,falkirk branch,75059.0
2020,12,23,9,falkirk branch,54692.0
2020,12,23,17,falkirk branch,54461.0
2020,12,23,19,falkirk branch,50284.0
2020,12,24,10,falkirk branch,1769.0
2020,12,26,11,falkirk branch,21403.0
2020,12,27,5,falkirk branch,61240.0
2020,12,27,20,falkirk branch,54698.0
2010,1,1,11,east cambridgeshire outlet,29124.0
2010,1,4,10,east cambridgeshire outlet,4342.0
2010,1,6,2,east cambridgeshire outlet,79058.0
2010,1,7,15,east cambridgeshire outlet,6929.0
2010,1,9,17,east cambridgeshire outlet,37971.0
2010,1,10,8,east cambridgeshire outlet,36599.0
2010,1,10,14,east cambridgeshire outlet,23232.0
2010,1,11,22,east cambridgeshire outlet,11877.0
2010,1,13,1,east cambridgeshire outlet,67308.0
2010,1,13,23,east cambridgeshire outlet,76464.0
2010,1,14,7,east cambridgeshire outlet,12107.0
2010,1,14,18,east cambridgeshire outlet,4660.0
2010,1,15,0,east cambridgeshire outlet,57307.0
2010,1,19,3,east cambridgeshire outlet,35024.0
2010,1,19,13,east cambridgeshire outlet,36623.0
2010,1,19,20,east cambridgeshire outlet,28985.0
2010,1,20,19,east cambridgeshire outlet,56592.0
2010,1,21,4,east cambridgeshire outlet,41058.0
2010,1,22,5,east cambridgeshire outlet,22716.0
2010,1,23,9,east cambridgeshire outlet,25517.0
2010,1,23,12,east cambridgeshire outlet,63214.0
2010,1,24,16,east cambridgeshire outlet,13619.0
2010,1,25,21,east cambridgeshire outlet,36927.0
2010,1,28,6,east cambridgeshire outlet,78638.0
2010,2,1,1,east cambridgeshire outlet,10194.0
2010,2,1,4,east cambridgeshire outlet,62360.0
2010,2,1,17,east cambridgeshire outlet,63943.0
2010,2,2,6,east cambridgeshire outlet,76202.0
2010,2,2,8,east cambridgeshire outlet,12077.0
2010,2,4,3,east cambridgeshire outlet,23035.0
2010,2,5,13,east cambridgeshire outlet,14466.0
2010,2,6,11,east cambridgeshire outlet,33739.0
2010,2,8,21,east cambridgeshire outlet,8616.0
2010,2,12,5,east cambridgeshire outlet,46237.0
2010,2,12,10,east cambridgeshire outlet,70927.0
2010,2,13,15,east cambridgeshire outlet,7418.0
2010,2,13,18,east cambridgeshire outlet,48730.0
2010,2,13,20,east cambridgeshire outlet,83357.0
2010,2,14,12,east cambridgeshire outlet,5770.0
2010,2,14,16,east cambridgeshire outlet,66646.0
2010,2,17,22,east cambridgeshire outlet,24034.0
2010,2,19,0,east cambridgeshire outlet,40525.0
2010,2,23,2,east cambridgeshire outlet,28939.0
2010,2,23,14,east cambridgeshire outlet,47810.0
2010,2,26,9,east cambridgeshire outlet,66249.0
2010,2,28,7,east cambridgeshire outlet,5697.0
2010,2,28,19,east cambridgeshire outlet,797.0
2010,2,28,23,east cambridgeshire outlet,46687.0
2010,3,1,13,east cambridgeshire outlet,19312.0
2010,3,4,2,east cambridgeshire outlet,79530.0
2010,3,4,5,east cambridgeshire outlet,21847.0
2010,3,4,17,east cambridgeshire outlet,69965.0
2010,3,5,21,east cambridgeshire outlet,62545.0
2010,3,8,22,east cambridgeshire outlet,64364.0
2010,3,9,3,east cambridgeshire outlet,55268.0
2010,3,10,10,east cambridgeshire outlet,60626.0
2010,3,13,19,east cambridgeshire outlet,10653.0
2010,3,17,16,east cambridgeshire outlet,42117.0
2010,3,18,1,east cambridgeshire outlet,25501.0
2010,3,18,9,east cambridgeshire outlet,41491.0
2010,3,20,8,east cambridgeshire outlet,42473.0
2010,3,20,23,east cambridgeshire outlet,76735.0
2010,3,21,7,east cambridgeshire outlet,59051.0
2010,3,22,4,east cambridgeshire outlet,10609.0
2010,3,22,6,east cambridgeshire outlet,23738.0
2010,3,24,0,east cambridgeshire outlet,76405.0
2010,3,25,12,east cambridgeshire outlet,58675.0
2010,3,25,14,east cambridgeshire outlet,80349.0
2010,3,26,18,east cambridgeshire outlet,75779.0
2010,3,26,20,east cambridgeshire outlet,50073.0
2010,3,27,11,east cambridgeshire outlet,41203.0
2010,3,28,15,east cambridgeshire outlet,82299.0
2010,4,4,14,east cambridgeshire outlet,12206.0
2010,4,6,11,east cambridgeshire outlet,18220.0
2010,4,6,16,east cambridgeshire outlet,45691.0
2010,4,6,21,east cambridgeshire outlet,69768.0
2010,4,6,22,east cambridgeshire outlet,23291.0
2010,4,7,7,east cambridgeshire outlet,10471.0
2010,4,7,12,east cambridgeshire outlet,42630.0
2010,4,8,19,east cambridgeshire outlet,55860.0
2010,4,10,0,east cambridgeshire outlet,7656.0
2010,4,11,8,east cambridgeshire outlet,51407.0
2010,4,11,17,east cambridgeshire outlet,10863.0
2010,4,13,18,east cambridgeshire outlet,26546.0
2010,4,14,20,east cambridgeshire outlet,83491.0
2010,4,14,23,east cambridgeshire outlet,78454.0
2010,4,15,5,east cambridgeshire outlet,25329.0
2010,4,17,1,east cambridgeshire outlet,13337.0
2010,4,18,15,east cambridgeshire outlet,52531.0
2010,4,19,4,east cambridgeshire outlet,38357.0
2010,4,20,2,east cambridgeshire outlet,78090.0
2010,4,20,3,east cambridgeshire outlet,75752.0
2010,4,20,10,east cambridgeshire outlet,42658.0
2010,4,20,13,east cambridgeshire outlet,12856.0
2010,4,22,6,east cambridgeshire outlet,75596.0
2010,4,22,9,east cambridgeshire outlet,18216.0
2010,5,5,8,east cambridgeshire outlet,23463.0
2010,5,5,14,east cambridgeshire outlet,74105.0
2010,5,6,16,east cambridgeshire outlet,59535.0
2010,5,8,21,east cambridgeshire outlet,51554.0
2010,5,10,2,east cambridgeshire outlet,51801.0
2010,5,10,4,east cambridgeshire outlet,28262.0
2010,5,10,10,east cambridgeshire outlet,59703.0
2010,5,13,11,east cambridgeshire outlet,60031.0
2010,5,13,13,east cambridgeshire outlet,52696.0
2010,5,15,0,east cambridgeshire outlet,71894.0
2010,5,16,1,east cambridgeshire outlet,1510.0
2010,5,16,7,east cambridgeshire outlet,66642.0
2010,5,16,20,east cambridgeshire outlet,5327.0
2010,5,16,23,east cambridgeshire outlet,50243.0
2010,5,17,6,east cambridgeshire outlet,36603.0
2010,5,17,17,east cambridgeshire outlet,70298.0
2010,5,18,12,east cambridgeshire outlet,15235.0
2010,5,19,18,east cambridgeshire outlet,19891.0
2010,5,20,9,east cambridgeshire outlet,54031.0
2010,5,21,3,east cambridgeshire outlet,43750.0
2010,5,21,15,east cambridgeshire outlet,14197.0
2010,5,22,19,east cambridgeshire outlet,78859.0
2010,5,26,22,east cambridgeshire outlet,56496.0
2010,5,28,5,east cambridgeshire outlet,18973.0
2010,6,4,0,east cambridgeshire outlet,52720.0
2010,6,4,13,east cambridgeshire outlet,66278.0
2010,6,6,4,east cambridgeshire outlet,22587.0
2010,6,6,22,east cambridgeshire outlet,19891.0
2010,6,9,5,east cambridgeshire outlet,37190.0
2010,6,9,18,east cambridgeshire outlet,69090.0
2010,6,11,1,east cambridgeshire outlet,18075.0
2010,6,11,16,east cambridgeshire outlet,3931.0
2010,6,11,20,east cambridgeshire outlet,25807.0
2010,6,14,10,east cambridgeshire outlet,43129.0
2010,6,15,15,east cambridgeshire outlet,49971.0
2010,6,16,2,east cambridgeshire outlet,3963.0
2010,6,16,6,east cambridgeshire outlet,64235.0
2010,6,16,14,east cambridgeshire outlet,48593.0
2010,6,19,9,east cambridgeshire outlet,67428.0
2010,6,20,12,east cambridgeshire outlet,37411.0
2010,6,20,17,east cambridgeshire outlet,63002.0
2010,6,21,7,east cambridgeshire outlet,9799.0
2010,6,21,23,east cambridgeshire outlet,62500.0
2010,6,22,21,east cambridgeshire outlet,79578.0
2010,6,24,19,east cambridgeshire outlet,66753.0
2010,6,26,8,east cambridgeshire outlet,55409.0
2010,6,26,11,east cambridgeshire outlet,2859.0
2010,6,27,3,east cambridgeshire outlet,65348.0
2010,7,2,1,east cambridgeshire outlet,47881.0
2010,7,2,6,east cambridgeshire outlet,1386.0
2010,7,2,15,east cambridgeshire outlet,10075.0
2010,7,2,19,east cambridgeshire outlet,79239.0
2010,7,4,14,east cambridgeshire outlet,16738.0
2010,7,5,18,east cambridgeshire outlet,68318.0
2010,7,6,16,east cambridgeshire outlet,36690.0
2010,7,11,0,east cambridgeshire outlet,63444.0
2010,7,11,5,east cambridgeshire outlet,34666.0
2010,7,11,12,east cambridgeshire outlet,52939.0
2010,7,13,8,east cambridgeshire outlet,53211.0
2010,7,16,2,east cambridgeshire outlet,9744.0
2010,7,16,21,east cambridgeshire outlet,63420.0
2010,7,17,22,east cambridgeshire outlet,58811.0
2010,7,18,13,east cambridgeshire outlet,84306.0
2010,7,19,7,east cambridgeshire outlet,66226.0
2010,7,19,23,east cambridgeshire outlet,70599.0
2010,7,20,4,east cambridgeshire outlet,41878.0
2010,7,21,9,east cambridgeshire outlet,18003.0
2010,7,23,11,east cambridgeshire outlet,7168.0
2010,7,24,17,east cambridgeshire outlet,63931.0
2010,7,25,20,east cambridgeshire outlet,41392.0
2010,7,27,3,east cambridgeshire outlet,8414.0
2010,7,27,10,east cambridgeshire outlet,15583.0
2010,8,1,20,east cambridgeshire outlet,28882.0
2010,8,4,4,east cambridgeshire outlet,57905.0
2010,8,5,19,east cambridgeshire outlet,44248.0
2010,8,6,0,east cambridgeshire outlet,60900.0
2010,8,6,7,east cambridgeshire outlet,17327.0
2010,8,6,10,east cambridgeshire outlet,14953.0
2010,8,6,15,east cambridgeshire outlet,46549.0
2010,8,14,2,east cambridgeshire outlet,14282.0
2010,8,15,13,east cambridgeshire outlet,79735.0
2010,8,18,6,east cambridgeshire outlet,45891.0
2010,8,18,21,east cambridgeshire outlet,63316.0
2010,8,19,3,east cambridgeshire outlet,13438.0
2010,8,20,1,east cambridgeshire outlet,18214.0
2010,8,20,11,east cambridgeshire outlet,16186.0
2010,8,21,9,east cambridgeshire outlet,20640.0
2010,8,23,5,east cambridgeshire outlet,742.0
2010,8,23,14,east cambridgeshire outlet,57243.0
2010,8,24,16,east cambridgeshire outlet,32343.0
2010,8,24,17,east cambridgeshire outlet,61151.0
2010,8,24,23,east cambridgeshire outlet,63187.0
2010,8,25,8,east cambridgeshire outlet,5986.0
2010,8,25,18,east cambridgeshire outlet,15564.0
2010,8,27,12,east cambridgeshire outlet,81913.0
2010,8,27,22,east cambridgeshire outlet,80481.0
2010,9,2,21,east cambridgeshire outlet,28923.0
2010,9,3,1,east cambridgeshire outlet,25891.0
2010,9,4,22,east cambridgeshire outlet,57489.0
2010,9,5,4,east cambridgeshire outlet,34566.0
2010,9,5,12,east cambridgeshire outlet,6725.0
2010,9,6,7,east cambridgeshire outlet,25514.0
2010,9,6,14,east cambridgeshire outlet,73185.0
2010,9,9,13,east cambridgeshire outlet,37847.0
2010,9,9,17,east cambridgeshire outlet,58062.0
2010,9,12,20,east cambridgeshire outlet,78403.0
2010,9,15,8,east cambridgeshire outlet,64630.0
2010,9,16,3,east cambridgeshire outlet,57374.0
2010,9,18,11,east cambridgeshire outlet,32451.0
2010,9,18,19,east cambridgeshire outlet,17025.0
2010,9,19,6,east cambridgeshire outlet,6806.0
2010,9,20,18,east cambridgeshire outlet,56298.0
2010,9,21,5,east cambridgeshire outlet,75474.0
2010,9,21,9,east cambridgeshire outlet,59922.0
2010,9,22,16,east cambridgeshire outlet,42382.0
2010,9,22,23,east cambridgeshire outlet,71647.0
2010,9,25,0,east cambridgeshire outlet,74815.0
2010,9,25,2,east cambridgeshire outlet,47792.0
2010,9,27,10,east cambridgeshire outlet,49922.0
2010,9,27,15,east cambridgeshire outlet,46975.0
2010,10,2,9,east cambridgeshire outlet,53871.0
2010,10,2,13,east cambridgeshire outlet,44071.0
2010,10,2,18,east cambridgeshire outlet,67112.0
2010,10,5,14,east cambridgeshire outlet,13432.0
2010,10,6,0,east cambridgeshire outlet,44365.0
2010,10,6,6,east cambridgeshire outlet,59082.0
2010,10,7,12,east cambridgeshire outlet,53494.0
2010,10,8,7,east cambridgeshire outlet,68103.0
2010,10,10,16,east cambridgeshire outlet,11140.0
2010,10,12,4,east cambridgeshire outlet,70365.0
2010,10,12,11,east cambridgeshire outlet,55938.0
2010,10,13,1,east cambridgeshire outlet,62060.0
2010,10,14,23,east cambridgeshire outlet,22323.0
2010,10,15,15,east cambridgeshire outlet,48057.0
2010,10,16,5,east cambridgeshire outlet,43815.0
2010,10,17,3,east cambridgeshire outlet,73295.0
2010,10,18,8,east cambridgeshire outlet,51233.0
2010,10,19,2,east cambridgeshire outlet,38781.0
2010,10,20,20,east cambridgeshire outlet,60154.0
2010,10,24,22,east cambridgeshire outlet,30462.0
2010,10,26,17,east cambridgeshire outlet,70539.0
2010,10,26,19,east cambridgeshire outlet,37351.0
2010,10,26,21,east cambridgeshire outlet,47578.0
2010,10,27,10,east cambridgeshire outlet,74101.0
2010,11,1,6,east cambridgeshire outlet,42231.0
2010,11,1,21,east cambridgeshire outlet,65803.0
2010,11,1,23,east cambridgeshire outlet,53552.0
2010,11,2,12,east cambridgeshire outlet,55148.0
2010,11,4,16,east cambridgeshire outlet,78303.0
2010,11,5,0,east cambridgeshire outlet,58780.0
2010,11,7,17,east cambridgeshire outlet,6572.0
2010,11,8,2,east cambridgeshire outlet,71597.0
2010,11,9,19,east cambridgeshire outlet,22213.0
2010,11,12,20,east cambridgeshire outlet,70752.0
2010,11,13,18,east cambridgeshire outlet,34066.0
2010,11,16,9,east cambridgeshire outlet,53010.0
2010,11,16,15,east cambridgeshire outlet,18331.0
2010,11,17,13,east cambridgeshire outlet,64812.0
2010,11,18,10,east cambridgeshire outlet,36657.0
2010,11,20,11,east cambridgeshire outlet,55844.0
2010,11,21,3,east cambridgeshire outlet,36250.0
2010,11,21,14,east cambridgeshire outlet,61105.0
2010,11,22,5,east cambridgeshire outlet,76000.0
2010,11,23,4,east cambridgeshire outlet,36617.0
2010,11,24,8,east cambridgeshire outlet,48005.0
2010,11,24,22,east cambridgeshire outlet,64782.0
2010,11,25,1,east cambridgeshire outlet,54287.0
2010,11,27,7,east cambridgeshire outlet,64333.0
2010,12,1,1,east cambridgeshire outlet,57546.0
2010,12,1,23,east cambridgeshire outlet,73981.0
2010,12,3,0,east cambridgeshire outlet,5600.0
2010,12,3,10,east cambridgeshire outlet,29102.0
2010,12,4,4,east cambridgeshire outlet,15557.0
2010,12,4,14,east cambridgeshire outlet,63103.0
2010,12,5,17,east cambridgeshire outlet,37442.0
2010,12,5,22,east cambridgeshire outlet,63844.0
2010,12,10,6,east cambridgeshire outlet,47250.0
2010,12,16,7,east cambridgeshire outlet,17272.0
2010,12,20,2,east cambridgeshire outlet,52076.0
2010,12,20,9,east cambridgeshire outlet,50806.0
2010,12,20,13,east cambridgeshire outlet,14613.0
2010,12,20,20,east cambridgeshire outlet,66467.0
2010,12,22,12,east cambridgeshire outlet,75297.0
2010,12,23,5,east cambridgeshire outlet,7605.0
2010,12,25,3,east cambridgeshire outlet,52057.0
2010,12,25,11,east cambridgeshire outlet,45556.0
2010,12,25,16,east cambridgeshire outlet,1838.0
2010,12,25,19,east cambridgeshire outlet,60832.0
2010,12,27,15,east cambridgeshire outlet,3059.0
2010,12,27,18,east cambridgeshire outlet,29668.0
2010,12,27,21,east cambridgeshire outlet,54974.0
2010,12,28,8,east cambridgeshire outlet,27359.0
2011,1,1,10,east cambridgeshire outlet,47272.0
2011,1,2,12,east cambridgeshire outlet,40191.0
2011,1,4,8,east cambridgeshire outlet,54117.0
2011,1,4,9,east cambridgeshire outlet,6050.0
2011,1,4,15,east cambridgeshire outlet,76535.0
2011,1,5,14,east cambridgeshire outlet,52682.0
2011,1,6,16,east cambridgeshire outlet,7989.0
2011,1,7,6,east cambridgeshire outlet,68961.0
2011,1,9,3,east cambridgeshire outlet,35498.0
2011,1,9,18,east cambridgeshire outlet,5974.0
2011,1,9,22,east cambridgeshire outlet,14135.0
2011,1,13,21,east cambridgeshire outlet,81080.0
2011,1,14,20,east cambridgeshire outlet,79990.0
2011,1,16,7,east cambridgeshire outlet,65980.0
2011,1,17,5,east cambridgeshire outlet,82564.0
2011,1,17,23,east cambridgeshire outlet,58313.0
2011,1,18,17,east cambridgeshire outlet,37518.0
2011,1,19,4,east cambridgeshire outlet,18749.0
2011,1,21,0,east cambridgeshire outlet,20847.0
2011,1,21,19,east cambridgeshire outlet,61164.0
2011,1,25,13,east cambridgeshire outlet,436.0
2011,1,27,1,east cambridgeshire outlet,19899.0
2011,1,27,2,east cambridgeshire outlet,69032.0
2011,1,27,11,east cambridgeshire outlet,76555.0
2011,2,1,5,east cambridgeshire outlet,48686.0
2011,2,2,20,east cambridgeshire outlet,26843.0
2011,2,4,2,east cambridgeshire outlet,21497.0
2011,2,6,0,east cambridgeshire outlet,56001.0
2011,2,7,15,east cambridgeshire outlet,7519.0
2011,2,8,4,east cambridgeshire outlet,10768.0
2011,2,8,10,east cambridgeshire outlet,8300.0
2011,2,11,3,east cambridgeshire outlet,35041.0
2011,2,12,16,east cambridgeshire outlet,44619.0
2011,2,13,11,east cambridgeshire outlet,1822.0
2011,2,13,22,east cambridgeshire outlet,77303.0
2011,2,14,21,east cambridgeshire outlet,60465.0
2011,2,15,18,east cambridgeshire outlet,63750.0
2011,2,16,23,east cambridgeshire outlet,13479.0
2011,2,17,1,east cambridgeshire outlet,48782.0
2011,2,17,13,east cambridgeshire outlet,32515.0
2011,2,18,14,east cambridgeshire outlet,9427.0
2011,2,18,17,east cambridgeshire outlet,26801.0
2011,2,19,12,east cambridgeshire outlet,36156.0
2011,2,22,7,east cambridgeshire outlet,57356.0
2011,2,22,9,east cambridgeshire outlet,31403.0
2011,2,25,19,east cambridgeshire outlet,64981.0
2011,2,26,8,east cambridgeshire outlet,466.0
2011,2,27,6,east cambridgeshire outlet,47755.0
2011,3,1,6,east cambridgeshire outlet,12261.0
2011,3,5,1,east cambridgeshire outlet,38947.0
2011,3,5,7,east cambridgeshire outlet,40595.0
2011,3,5,9,east cambridgeshire outlet,9499.0
2011,3,6,12,east cambridgeshire outlet,16156.0
2011,3,6,14,east cambridgeshire outlet,55116.0
2011,3,7,17,east cambridgeshire outlet,76596.0
2011,3,8,3,east cambridgeshire outlet,57031.0
2011,3,9,23,east cambridgeshire outlet,8709.0
2011,3,11,0,east cambridgeshire outlet,23158.0
2011,3,12,10,east cambridgeshire outlet,63192.0
